Région;Ancienne région;Département;Zone d'emploi;EPCI;Nom commune;Commune;Grand secteur d'activité;Secteur NA17;Secteur NA38;Secteur NA88;APE;Code région;Code ancienne région;Code département;Code zone d'emploi;Code EPCI;Code commune;Code APE;Nombre d'établissements 2006;Effectifs salariés 2006;Nombre d'établissements 2007;Effectifs salariés 2007;Nombre d'établissements 2008;Effectifs salariés 2008;Nombre d'établissements 2009;Effectifs salariés 2009;Nombre d'établissements 2010;Effectifs salariés 2010;Nombre d'établissements 2011;Effectifs salariés 2011;Nombre d'établissements 2012;Effectifs salariés 2012;Nombre d'établissements 2013;Effectifs salariés 2013;Nombre d'établissements 2014;Effectifs salariés 2014;Nombre d'établissements 2015;Effectifs salariés 2015;Nombre d'établissements 2016;Effectifs salariés 2016;Nombre d'établissements 2017;Effectifs salariés 2017;Nombre d'établissements 2018;Effectifs salariés 2018;Nombre d'établissements 2019;Effectifs salariés 2019;Nombre d'établissements 2020;Effectifs salariés 2020;Nombre d'établissements 2021;Effectifs salariés 2021;Nombre d'établissements 2022;Effectifs salariés 2022;Nombre d'établissements 2023;Effectifs salariés 2023;Nombre d'établissements 2024;Effectifs salariés 2024
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4752A Commerce de détail de quincaillerie, peintures et verres en petites surfaces;52;52;49;5202;244900015;49020;4752A;2;7;3;8;3;10;3;14;4;13;4;15;4;12;3;7;3;7;2;3;2;3;3;6;1;3;2;8;2;6;4;10;4;14;3;14;4;13
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4776Z Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie;52;52;49;5202;244900015;49020;4776Z;2;32;2;30;1;27;2;29;2;26;2;31;3;41;3;35;3;38;2;29;2;32;3;36;3;38;3;44;3;46;4;47;4;48;4;48;4;43
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;55 Hébergement;5510Z Hôtels et hébergement similaire;52;52;49;5202;244900015;49020;5510Z;7;54;8;64;6;53;6;52;6;45;6;37;6;38;7;43;8;42;8;51;8;46;8;47;8;48;8;54;8;51;7;49;7;67;8;80;8;74
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;JZ Information et communication;JA Edition et audiovisuel;58 Édition;5829C Edition de logiciels applicatifs;52;52;49;5202;244900015;49020;5829C;3;75;3;75;3;82;3;71;3;71;2;76;2;78;2;68;2;60;2;73;2;74;2;95;3;136;3;138;3;95;4;123;4;132;4;127;4;119
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;JZ Information et communication;JB Télécommunications;61 Télécommunications;6190Z Autres activités de télécommunication;52;52;49;5202;244900015;49020;6190Z;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;8;1;7;1;5;1;5;1;5
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;JZ Information et communication;JC Activités informatiques;63 Services d'information;6311Z Traitement de données, hébergement et activités connexes;52;52;49;5202;244900015;49020;6311Z;2;38;2;33;2;31;3;24;2;4;2;4;2;8;2;6;2;6;2;9;2;8;2;9;2;10;2;13;2;15;2;19;2;22;1;24;1;27
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;65 Assurance;6512Z Autres assurances;52;52;49;5202;244900015;49020;6512Z;;;;;1;2;1;2;1;3;1;3;1;3;1;3;1;3;2;5;2;4;1;3;1;2;1;2;1;2;1;2;1;2;1;2;1;2
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;66 Activités auxiliaires de services financiers et d'assurance;6630Z Gestion de fonds;52;52;49;5202;244900015;49020;6630Z;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;3;2;3;2;3;4;5
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6831Z Agences immobilières;52;52;49;5202;244900015;49020;6831Z;1;2;1;2;1;3;1;4;1;3;3;7;2;7;3;11;3;12;5;11;4;8;5;10;4;6;3;6;4;18;4;20;4;23;4;44;3;23
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6832B Supports juridiques de gestion de patrimoine immobilier;52;52;49;5202;244900015;49020;6832B;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;"70 Activités des sièges sociaux ; conseil de gestion";7010Z Activités des sièges sociaux;52;52;49;5202;244900015;49020;7010Z;4;43;4;45;6;74;5;53;6;51;6;57;9;67;8;56;7;22;7;18;5;19;5;17;4;11;3;11;4;11;6;22;8;31;6;22;8;38
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;"71 Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";7120A Contrôle technique automobile;52;52;49;5202;244900015;49020;7120A;1;3;1;3;1;2;1;3;2;3;2;3;2;3;2;2;1;2;1;3;1;3;1;3;1;3;1;3;1;3;1;3;1;3;1;3;1;4
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;"71 Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";7120B Analyses, essais et inspections techniques;52;52;49;5202;244900015;49020;7120B;3;59;3;63;4;101;4;100;4;102;5;95;5;91;5;90;5;96;5;93;5;91;4;59;5;60;5;59;5;68;5;69;4;71;5;72;5;70
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8211Z Services administratifs combinés de bureau;52;52;49;5202;244900015;49020;8211Z;;;;;;;;;;;;;1;2;1;2;1;5;1;9;1;2;2;13;3;19;3;21;3;24;3;38;3;18;3;19;4;27
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8230Z Organisation de foires, salons professionnels et congrès;52;52;49;5202;244900015;49020;8230Z;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8292Z Activités de conditionnement;52;52;49;5202;244900015;49020;8292Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;18;1;22;1;23;1;23;1;24
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8891A Accueil de jeunes enfants;52;52;49;5202;244900015;49020;8891A;1;18;1;18;1;16;1;17;2;25;2;21;3;25;3;25;3;24;3;25;3;26;3;28;3;30;3;26;3;26;3;28;3;27;3;27;3;28
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9412Z Activités des organisations professionnelles;52;52;49;5202;244900015;49020;9412Z;2;29;2;29;2;31;2;29;2;30;2;28;2;31;2;32;2;31;2;31;2;33;2;32;2;34;2;32;2;28;2;33;2;31;2;27;2;29
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9491Z Activités des organisations religieuses;52;52;49;5202;244900015;49020;9491Z;;;;;;;;;;;;;;;;;;;;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9492Z Activités des organisations politiques;52;52;49;5202;244900015;49020;9492Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Beaucouzé;49020 Beaucouzé;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;95 Réparation d'ordinateurs et de biens personnels et domestiques;9512Z Réparation d'équipements de communication;52;52;49;5202;244900015;49020;9512Z;2;95;2;130;2;134;2;130;2;123;2;112;1;7;1;7;1;7;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS1 Industrie;C5 autres produits industriels;CG Industrie des plastiques et autres produits non minéraux;22 Fabrication de produits en caoutchouc et en plastique;2219Z Fabrication d'autres articles en caoutchouc;52;52;49;5202;244900882;49021;2219Z;1;4;1;5;1;4;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS1 Industrie;C5 autres produits industriels;CG Industrie des plastiques et autres produits non minéraux;23 Fabrication d'autres produits minéraux non métalliques;2370Z Taille, façonnage et finissage de pierres;52;52;49;5202;244900882;49021;2370Z;1;3;1;5;1;9;1;8;1;7;1;10;1;10;1;7;1;7;1;11;1;12;1;10;1;10;1;6;1;4;1;2;1;1;1;2;1;1
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS1 Industrie;C5 autres produits industriels;CH Métallurgie et fabrication de produits métalliques;25 Fabrication de produits métalliques, à l'exception des machines et des équipements;2511Z Fabrication de structures métalliques et de parties de structures;52;52;49;5202;244900882;49021;2511Z;;;;;;;;;;;;;;;;;1;2;1;2;1;3;1;4;1;4;1;4;1;4;1;4;1;3;1;3;1;3
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS1 Industrie;C5 autres produits industriels;"CM Industrie du meuble et diverses ; réparation et installation de machines";33 Réparation et installation de machines et d'équipements;3312Z Réparation de machines et équipements mécaniques;52;52;49;5202;244900882;49021;3312Z;1;3;1;3;1;3;1;5;1;7;1;4;1;9;1;9;1;9;1;8;1;7;1;6;1;6;1;8;2;9;2;8;1;7;1;7;1;7
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS2 Construction;FZ Construction;FZ Construction;41 Construction de bâtiments;4120A Construction de maisons individuelles;52;52;49;5202;244900882;49021;4120A;1;17;1;18;1;18;1;14;1;15;1;14;1;12;1;14;1;13;1;15;1;16;1;18;1;15;1;12;1;11;1;11;1;11;1;12;1;11
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4623Z Commerce de gros (commerce interentreprises) d'animaux vivants;52;52;49;5202;244900882;49021;4623Z;1;3;1;3;1;3;1;3;1;3;1;3;1;3;1;3;1;1;1;1;1;2;1;2;1;2;1;2;1;3;;;1;3;1;3;1;3
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4742Z Commerce de détail de matériels de télécommunication;52;52;49;5202;244900882;49021;4742Z;;;;;;;1;1;1;1;1;1;1;1;1;0;1;2;1;2;1;2;;;1;1;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4771Z Commerce de détail d'habillement en magasin spécialisé;52;52;49;5202;244900882;49021;4771Z;4;7;3;9;4;9;6;11;5;9;6;10;5;10;5;13;3;10;2;7;1;2;1;2;1;1;2;3;2;3;2;5;3;6;3;7;3;8
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4932Z Transports de voyageurs par taxis;52;52;49;5202;244900882;49021;4932Z;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;52 Entreposage et services auxiliaires des transports;5210B Entreposage et stockage non frigorifique;52;52;49;5202;244900882;49021;5210B;;;;;;;;;;;;;;;;;;;;;;;;;1;7;1;10;1;12;1;10;1;10;1;10;1;14
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;53 Activités de poste et de courrier;5310Z Activités de poste dans le cadre d'une obligation de service universel;52;52;49;5202;244900882;49021;5310Z;2;51;2;44;2;41;2;52;2;56;2;59;1;55;1;56;1;53;1;63;1;69;1;65;1;59;1;60;1;48;1;45;1;43;1;45;1;42
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6831Z Agences immobilières;52;52;49;5202;244900882;49021;6831Z;6;9;4;12;3;5;3;6;3;6;3;8;2;6;2;6;2;5;2;6;2;6;2;6;2;5;2;6;2;8;2;9;2;9;3;8;3;9
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;69 Activités juridiques et comptables;6910Z Activités juridiques;52;52;49;5202;244900882;49021;6910Z;1;9;1;10;1;10;1;8;1;9;1;9;1;8;1;8;1;8;1;11;1;9;1;9;1;11;1;9;1;8;1;7;1;7;1;8;1;8
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;80 Enquêtes et sécurité;8010Z Activités de sécurité privée;52;52;49;5202;244900882;49021;8010Z;1;9;;;1;7;1;7;;;;;;;1;9;1;10;1;6;1;17;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;81 Services relatifs aux bâtiments et aménagement paysager;8121Z Nettoyage courant des bâtiments;52;52;49;5202;244900882;49021;8121Z;;;;;;;;;1;4;;;;;;;;;;;;;;;;;1;1;1;1;;;1;3;1;8;1;10
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8690F Activités de santé humaine non classées ailleurs;52;52;49;5202;244900882;49021;8690F;;;1;0;1;0;;;1;0;1;1;1;2;1;2;1;2;1;2;;;;;2;2;1;1;1;1;1;1;1;1;1;1;1;1
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8810B Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées;52;52;49;5202;244900882;49021;8810B;1;3;1;4;1;3;1;3;1;3;1;3;1;3;1;3;1;2;1;3;1;0;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9601B Blanchisserie-teinturerie de détail;52;52;49;5202;244900882;49021;9601B;;;;;;;;;;;1;1;1;1;1;1;;;1;1;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Baugeois Vallée;Beaufort-en-Anjou;49021 Beaufort-en-Anjou;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9602A Coiffure;52;52;49;5202;244900882;49021;9602A;5;11;5;15;4;13;6;13;6;14;6;9;5;8;4;7;5;6;5;6;5;9;4;7;6;10;6;13;6;14;6;16;6;16;6;19;8;20
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Beaulieu-sur-Layon;49022 Beaulieu-sur-Layon;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1071C Boulangerie et boulangerie-pâtisserie;52;52;49;5202;200071553;49022;1071C;1;6;1;4;1;3;1;4;1;4;1;1;1;3;1;3;1;4;1;4;1;4;1;4;1;6;1;6;1;9;1;9;2;21;2;25;2;27
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Beaulieu-sur-Layon;49022 Beaulieu-sur-Layon;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4332A Travaux de menuiserie bois et pvc;52;52;49;5202;200071553;49022;4332A;;;;;;;;;;;;;1;1;2;2;2;3;1;1;1;2;1;2;1;3;1;3;1;4;1;4;1;3;1;5;1;5
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Beaulieu-sur-Layon;49022 Beaulieu-sur-Layon;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4614Z Intermédiaires du commerce en machines, équipements industriels, navires et avions;52;52;49;5202;200071553;49022;4614Z;1;3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Beaulieu-sur-Layon;49022 Beaulieu-sur-Layon;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4941B Transports routiers de fret de proximité;52;52;49;5202;200071553;49022;4941B;;;;;1;28;1;28;1;56;1;60;1;62;1;54;;;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Beaulieu-sur-Layon;49022 Beaulieu-sur-Layon;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610A Restauration traditionnelle;52;52;49;5202;200071553;49022;5610A;1;5;2;5;1;2;1;3;1;3;1;3;;;;;;;;;2;10;;;1;1;1;1;1;1;1;1;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Beaulieu-sur-Layon;49022 Beaulieu-sur-Layon;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610C Restauration de type rapide;52;52;49;5202;200071553;49022;5610C;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;1;3;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Beaulieu-sur-Layon;49022 Beaulieu-sur-Layon;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8211Z Services administratifs combinés de bureau;52;52;49;5202;200071553;49022;8211Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;1;1
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Beaulieu-sur-Layon;49022 Beaulieu-sur-Layon;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8810A Aide à domicile;52;52;49;5202;200071553;49022;8810A;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Beaulieu-sur-Layon;49022 Beaulieu-sur-Layon;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;93 Activités sportives, récréatives et de loisirs;9329Z Autres activités récréatives et de loisirs;52;52;49;5202;200071553;49022;9329Z;;;1;33;1;38;1;44;1;40;1;44;1;28;1;23;1;22;1;25;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Beaulieu-sur-Layon;49022 Beaulieu-sur-Layon;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9602B Soins de beauté;52;52;49;5202;200071553;49022;9602B;;;;;1;1;1;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;1;2;1;3;1;4;1;4;1;3;1;3;1;4;1;4
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes des Vallées du Haut-Anjou;Bécon-les-Granits;49026 Bécon-les-Granits;GS1 Industrie;C5 autres produits industriels;CH Métallurgie et fabrication de produits métalliques;25 Fabrication de produits métalliques, à l'exception des machines et des équipements;2573B Fabrication d'autres outillages;52;52;49;5202;200071868;49026;2573B;1;2;1;0;1;3;1;1;1;1;1;2;1;3;1;2;1;2;1;3;;;;;;;;;;;;;;;1;1;1;1
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes des Vallées du Haut-Anjou;Bécon-les-Granits;49026 Bécon-les-Granits;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4775Z Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;52;52;49;5202;200071868;49026;4775Z;1;11;1;9;1;11;1;16;1;15;1;20;1;17;1;25;1;25;1;29;1;20;1;19;1;21;1;19;1;16;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes des Vallées du Haut-Anjou;Bécon-les-Granits;49026 Bécon-les-Granits;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4941B Transports routiers de fret de proximité;52;52;49;5202;200071868;49026;4941B;1;9;1;9;1;7;;;;;;;;;1;2;1;2;1;5;1;4;1;5;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes des Vallées du Haut-Anjou;Bécon-les-Granits;49026 Bécon-les-Granits;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610A Restauration traditionnelle;52;52;49;5202;200071868;49026;5610A;1;1;;;1;3;1;2;1;2;1;2;1;1;2;1;1;1;2;2;1;1;3;9;3;9;2;10;1;10;2;10;2;11;1;9;2;10
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes des Vallées du Haut-Anjou;Bécon-les-Granits;49026 Bécon-les-Granits;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610C Restauration de type rapide;52;52;49;5202;200071868;49026;5610C;;;;;;;;;;;;;1;0;;;;;;;1;0;;;1;1;1;1;1;1;;;1;1;1;2;2;2
